filename,labels
1-31482-B-42.wav,siren
1-31748-A-21.wav,sneeze
1-32318-A-0.wav,dog_bark
1-32373-A-35.wav,machine_running
1-32373-B-35.wav,machine_running
1-33658-A-26.wav,laughter
1-34094-A-5.wav,cat_meow
1-34094-B-5.wav,cat_meow
1-34119-A-1.wav,rooster_crow
1-34119-B-1.wav,rooster_crow
1-34495-A-14.wav,bird_chirping
1-34497-A-14.wav,bird_chirping
1-34853-A-37.wav,alarm_clock
1-36164-A-26.wav,laughter
1-36164-B-26.wav,laughter
1-36393-A-23.wav,breathing
1-36397-A-23.wav,breathing
1-36400-A-23.wav,breathing
1-36402-A-23.wav,breathing
1-36929-A-47.wav,airplane
1-38559-A-14.wav,bird_chirping
1-38560-A-14.wav,bird_chirping
1-39923-A-1.wav,rooster_crow
1-39937-A-28.wav,snoring
1-40621-A-28.wav,snoring
1-40730-A-1.wav,rooster_crow
1-40967-A-28.wav,snoring
1-4211-A-12.wav,fire_crackling
1-43382-A-1.wav,rooster_crow
1-43807-A-47.wav,airplane
1-43807-B-47.wav,airplane
1-43807-C-47.wav,airplane
1-43807-D-47.wav,airplane
1-44831-A-1.wav,rooster_crow
1-45645-A-31.wav,mouse_click
1-46040-A-14.wav,bird_chirping
1-46272-A-12.wav,fire_crackling
1-46274-A-18.wav,toilet_flush
1-46353-A-49.wav,saw_cutting
1-46744-A-36.wav,machine_running
1-47250-A-41.wav,saw_cutting
1-47250-B-41.wav,saw_cutting
1-47273-A-21.wav,sneeze
1-47274-A-21.wav,sneeze
1-47709-A-16.wav,wind
1-47714-A-16.wav,wind
1-47819-A-5.wav,cat_meow
1-47819-B-5.wav,cat_meow
1-47819-C-5.wav,cat_meow
1-47923-A-28.wav,snoring
1-49098-A-35.wav,machine_running
1-50060-A-10.wav,rain
1-50454-A-44.wav,car_engine
1-50455-A-44.wav,car_engine
1-50623-A-15.wav,water_stream
1-50625-A-17.wav,water_running
1-50661-A-44.wav,car_engine
1-50688-A-17.wav,water_running
1-51035-A-16.wav,wind
1-51036-A-16.wav,wind
1-51037-A-16.wav,wind
1-51147-A-25.wav,footsteps
1-51170-A-18.wav,toilet_flush
1-51433-A-17.wav,water_running
1-51436-A-17.wav,water_running
1-52266-A-24.wav,cough
1-52290-A-30.wav,door_knock
1-52323-A-24.wav,cough
1-53444-A-28.wav,snoring
1-53467-A-47.wav,airplane
1-53501-A-32.wav,keyboard_typing
1-53663-A-24.wav,cough
1-53670-A-18.wav,toilet_flush
1-54065-A-45.wav,train
1-54065-B-45.wav,train
1-54084-A-42.wav,siren
1-54505-A-21.wav,sneeze
1-54752-A-18.wav,toilet_flush
1-54918-A-14.wav,bird_chirping
1-54918-B-14.wav,bird_chirping
1-54958-A-10.wav,rain
1-56269-A-18.wav,toilet_flush
1-56311-A-10.wav,rain
1-56380-A-5.wav,cat_meow
1-56380-B-5.wav,cat_meow
1-58277-A-3.wav,cow_moo
1-58792-A-24.wav,cough
1-59324-A-21.wav,sneeze
1-59513-A-0.wav,dog_bark
1-60460-A-36.wav,machine_running
1-60997-A-20.wav,crying
1-60997-B-20.wav,crying
1-61212-A-32.wav,keyboard_typing
1-61221-A-17.wav,water_running
1-61261-A-44.wav,car_engine
1-62509-A-45.wav,train
1-62565-A-44.wav,car_engine
1-62594-A-32.wav,keyboard_typing
1-63679-A-24.wav,cough
1-63871-A-10.wav,rain
1-64398-A-41.wav,saw_cutting
1-64398-B-41.wav,saw_cutting
1-64473-A-45.wav,train
1-67033-A-37.wav,alarm_clock
1-67152-A-17.wav,water_running
1-69422-A-3.wav,cow_moo
1-69641-A-3.wav,cow_moo
1-69760-A-16.wav,wind
1-70300-A-45.wav,train
1-7057-A-12.wav,fire_crackling
1-72195-A-37.wav,alarm_clock
1-72195-B-37.wav,alarm_clock
1-72695-A-26.wav,laughter
1-73123-A-26.wav,laughter
1-74517-A-37.wav,alarm_clock
1-76831-A-42.wav,siren
1-76831-B-42.wav,siren
1-76831-C-42.wav,siren
1-76831-D-42.wav,siren
1-76831-E-42.wav,siren
1-77160-A-3.wav,cow_moo
1-77241-A-3.wav,cow_moo
1-79113-A-5.wav,cat_meow
1-79220-A-17.wav,water_running
1-79236-A-36.wav,machine_running
1-79711-A-32.wav,keyboard_typing
1-7974-A-49.wav,saw_cutting
1-7974-B-49.wav,saw_cutting
1-81001-A-30.wav,door_knock
1-81001-B-30.wav,door_knock
1-81269-A-3.wav,cow_moo
1-81851-A-31.wav,mouse_click
1-81883-A-21.wav,sneeze
1-82817-A-30.wav,door_knock
1-84393-A-32.wav,keyboard_typing
1-84536-A-39.wav,glass_breaking
1-84704-A-39.wav,glass_breaking
1-84705-A-39.wav,glass_breaking
1-85123-A-31.wav,mouse_click
1-85168-A-39.wav,glass_breaking
1-85184-A-39.wav,glass_breaking
1-85362-A-0.wav,dog_bark
1-88409-A-45.wav,train
1-88409-B-45.wav,train
1-88807-A-39.wav,glass_breaking
1-90797-A-15.wav,water_stream
1-94036-A-22.wav,clapping
1-94231-A-32.wav,keyboard_typing
1-94231-B-32.wav,keyboard_typing
1-95563-A-31.wav,mouse_click
1-96890-A-37.wav,alarm_clock
1-97392-A-0.wav,dog_bark
1-977-A-39.wav,glass_breaking
1-97793-A-31.wav,mouse_click
1-9886-A-49.wav,saw_cutting
1-9887-A-49.wav,saw_cutting
1-9887-B-49.wav,saw_cutting
1-99958-A-31.wav,mouse_click
2-100648-A-43.wav,car_horn
2-100786-A-1.wav,rooster_crow
2-101676-A-10.wav,rain
2-102414-A-17.wav,water_running
2-102414-B-17.wav,water_running
2-102414-C-17.wav,water_running
2-102414-D-17.wav,water_running
2-102414-E-17.wav,water_running
2-102414-F-17.wav,water_running
2-102414-G-17.wav,water_running
2-102435-A-37.wav,alarm_clock
2-102567-A-35.wav,machine_running
2-102567-B-35.wav,machine_running
2-102567-C-35.wav,machine_running
2-102567-D-35.wav,machine_running
2-102568-A-35.wav,machine_running
2-103423-A-3.wav,cow_moo
2-103424-A-3.wav,cow_moo
2-103426-A-3.wav,cow_moo
2-103427-A-3.wav,cow_moo
2-103428-A-3.wav,cow_moo
2-104105-A-19.wav,thunder
2-104105-B-19.wav,thunder
2-104168-A-32.wav,keyboard_typing
2-104475-A-37.wav,alarm_clock
2-104476-A-37.wav,alarm_clock
2-104877-A-3.wav,cow_moo
2-104952-A-16.wav,wind
2-104952-B-16.wav,wind
2-105270-A-47.wav,airplane
2-106014-A-44.wav,car_engine
2-106015-A-44.wav,car_engine
2-106015-B-44.wav,car_engine
2-106072-A-36.wav,machine_running
2-106073-A-36.wav,machine_running
2-106486-A-44.wav,car_engine
2-106487-A-44.wav,car_engine
2-106849-A-47.wav,airplane
2-106881-A-39.wav,glass_breaking
2-107228-A-44.wav,car_engine
2-107228-B-44.wav,car_engine
2-107351-A-20.wav,crying
2-107351-B-20.wav,crying
2-108017-A-24.wav,cough
2-108760-A-14.wav,bird_chirping
2-108760-B-14.wav,bird_chirping
2-108761-A-14.wav,bird_chirping
2-109316-A-32.wav,keyboard_typing
2-109371-A-16.wav,wind
2-109371-B-16.wav,wind
2-109371-C-16.wav,wind
2-109371-D-16.wav,wind
2-109374-A-16.wav,wind
2-109505-A-21.wav,sneeze
2-109759-A-26.wav,laughter
2-109759-B-26.wav,laughter
2-110010-A-5.wav,cat_meow
2-110011-A-5.wav,cat_meow
2-110417-A-28.wav,snoring
2-110417-B-28.wav,snoring
2-112213-A-39.wav,glass_breaking
2-112213-B-39.wav,glass_breaking
2-114254-A-30.wav,door_knock
2-114280-A-0.wav,dog_bark
2-114587-A-0.wav,dog_bark
2-114609-A-28.wav,snoring
2-114609-B-28.wav,snoring
2-116400-A-0.wav,dog_bark
2-117116-A-37.wav,alarm_clock
2-117271-A-0.wav,dog_bark
2-117330-A-28.wav,snoring
2-117615-A-48.wav,explosion
2-117615-B-48.wav,explosion
2-117615-C-48.wav,explosion
2-117615-D-48.wav,explosion
2-117615-E-48.wav,explosion
2-117616-A-48.wav,explosion
2-117617-A-48.wav,explosion
2-117625-A-10.wav,rain
2-117795-A-3.wav,cow_moo
2-117795-B-3.wav,cow_moo
2-118072-A-0.wav,dog_bark
2-118104-A-21.wav,sneeze
2-118459-A-32.wav,keyboard_typing
2-118459-B-32.wav,keyboard_typing
2-118624-A-30.wav,door_knock
2-118625-A-30.wav,door_knock
2-118817-A-32.wav,keyboard_typing
2-118964-A-0.wav,dog_bark
2-119102-A-21.wav,sneeze
2-119139-A-31.wav,mouse_click
2-120218-A-30.wav,door_knock
2-120218-B-30.wav,door_knock
2-120333-A-32.wav,keyboard_typing
2-121909-A-35.wav,machine_running
2-122066-A-45.wav,train
2-122066-B-45.wav,train
2-122067-A-45.wav,train
2-122067-B-45.wav,train
2-122104-A-0.wav,dog_bark
2-122104-B-0.wav,dog_bark
2-122616-A-14.wav,bird_chirping
2-122820-A-36.wav,machine_running
2-122820-B-36.wav,machine_running
2-123896-A-24.wav,cough
2-124564-A-15.wav,water_stream
2-125520-A-43.wav,car_horn
2-126433-A-17.wav,water_running
2-128465-A-43.wav,car_horn
2-128465-B-43.wav,car_horn
2-128631-A-21.wav,sneeze
2-130978-A-21.wav,sneeze
2-130979-A-21.wav,sneeze
2-133889-A-30.wav,door_knock
2-134915-A-30.wav,door_knock
2-135649-A-45.wav,train
2-135649-B-45.wav,train
2-135649-C-45.wav,train
2-135860-A-49.wav,saw_cutting
2-138257-A-31.wav,mouse_click
2-138465-A-43.wav,car_horn
2-139748-A-15.wav,water_stream
2-139748-B-15.wav,water_stream
2-139749-A-15.wav,water_stream
2-140841-A-30.wav,door_knock
2-141563-A-39.wav,glass_breaking
2-141681-A-36.wav,machine_running
2-141681-B-36.wav,machine_running
2-141682-A-36.wav,machine_running
2-141682-B-36.wav,machine_running
2-144137-A-43.wav,car_horn
2-146877-A-31.wav,mouse_click
2-146877-B-31.wav,mouse_click
2-151079-A-20.wav,crying
2-152895-A-31.wav,mouse_click
2-152964-A-31.wav,mouse_click
2-153388-A-31.wav,mouse_click
2-154688-A-31.wav,mouse_click
2-160888-A-47.wav,airplane
2-165801-A-48.wav,explosion
2-173559-A-39.wav,glass_breaking
2-173607-A-39.wav,glass_breaking
2-173618-A-39.wav,glass_breaking
2-184077-A-49.wav,saw_cutting
2-18766-A-12.wav,fire_crackling
2-18766-B-12.wav,fire_crackling
2-188822-A-40.wav,helicopter
2-188822-B-40.wav,helicopter
2-188822-C-40.wav,helicopter
2-188822-D-40.wav,helicopter
2-205966-A-16.wav,wind
2-209471-A-25.wav,footsteps
2-209472-A-25.wav,footsteps
2-209473-A-25.wav,footsteps
2-209474-A-25.wav,footsteps
2-209475-A-25.wav,footsteps
2-209476-A-25.wav,footsteps
2-209477-A-25.wav,footsteps
2-209478-A-25.wav,footsteps
2-250710-A-39.wav,glass_breaking
2-25292-A-22.wav,clapping
2-25293-A-22.wav,clapping
2-262579-A-45.wav,train
2-28314-A-12.wav,fire_crackling
2-28314-B-12.wav,fire_crackling
2-30322-A-12.wav,fire_crackling
2-30322-B-12.wav,fire_crackling
2-37806-A-40.wav,helicopter
2-37806-B-40.wav,helicopter
2-37806-C-40.wav,helicopter
2-37806-D-40.wav,helicopter
2-39441-A-19.wav,thunder
2-39443-A-19.wav,thunder
2-39443-B-19.wav,thunder
2-39945-A-19.wav,thunder
2-39945-B-19.wav,thunder
2-39945-C-19.wav,thunder
2-42101-A-43.wav,car_horn
2-43802-A-42.wav,siren
2-43806-A-42.wav,siren
2-50665-A-20.wav,crying
2-50666-A-20.wav,crying
2-50667-A-41.wav,saw_cutting
2-50667-B-41.wav,saw_cutting
2-50668-A-41.wav,saw_cutting
2-50668-B-41.wav,saw_cutting
2-50774-A-23.wav,breathing
2-51173-A-35.wav,machine_running
2-51630-A-49.wav,saw_cutting
2-51630-B-49.wav,saw_cutting
2-52001-A-28.wav,snoring
2-52001-B-28.wav,snoring
2-54086-A-43.wav,car_horn
2-54961-A-23.wav,breathing
2-54962-A-23.wav,breathing
2-57733-A-22.wav,clapping
2-59241-A-35.wav,machine_running
2-59321-A-49.wav,saw_cutting
2-60180-A-49.wav,saw_cutting
2-60180-B-49.wav,saw_cutting
2-60791-A-26.wav,laughter
2-60794-A-26.wav,laughter
2-60795-A-26.wav,laughter
2-60900-A-22.wav,clapping
2-61311-A-12.wav,fire_crackling
2-62226-A-26.wav,laughter
2-64332-A-18.wav,toilet_flush
2-64962-A-15.wav,water_stream
2-64963-A-15.wav,water_stream
2-65484-A-18.wav,toilet_flush
2-65747-A-12.wav,fire_crackling
2-65750-A-1.wav,rooster_crow
2-66205-A-23.wav,breathing
2-66637-A-20.wav,crying
2-66637-B-20.wav,crying
2-67422-A-18.wav,toilet_flush
2-68391-A-41.wav,saw_cutting
2-68391-B-41.wav,saw_cutting
2-68595-A-15.wav,water_stream
2-68595-B-15.wav,water_stream
2-69131-A-5.wav,cat_meow
2-69131-B-5.wav,cat_meow
2-70052-A-42.wav,siren
2-70052-B-42.wav,siren
2-70280-A-18.wav,toilet_flush
2-70936-A-42.wav,siren
2-70938-A-42.wav,siren
2-70939-A-42.wav,siren
2-71162-A-1.wav,rooster_crow
2-72547-A-14.wav,bird_chirping
2-72547-B-14.wav,bird_chirping
2-72547-C-14.wav,bird_chirping
2-72547-D-14.wav,bird_chirping
2-72677-A-18.wav,toilet_flush
2-72688-A-42.wav,siren
2-72970-A-10.wav,rain
2-73027-A-10.wav,rain
2-73260-A-10.wav,rain
2-74361-A-47.wav,airplane
2-74977-A-18.wav,toilet_flush
2-76408-A-22.wav,clapping
2-76408-B-22.wav,clapping
2-76408-C-22.wav,clapping
2-76408-D-22.wav,clapping
2-77945-A-41.wav,saw_cutting
2-77945-B-41.wav,saw_cutting
2-78562-A-37.wav,alarm_clock
2-78562-B-37.wav,alarm_clock
2-78651-A-44.wav,car_engine
2-78781-A-47.wav,airplane
2-78799-A-47.wav,airplane
2-79769-A-26.wav,laughter
2-79775-A-26.wav,laughter
2-80313-A-28.wav,snoring
2-80482-A-20.wav,crying
2-81270-A-1.wav,rooster_crow
2-81731-A-10.wav,rain
2-82274-A-5.wav,cat_meow
2-82274-B-5.wav,cat_meow
2-82367-A-10.wav,rain
2-82455-A-23.wav,breathing
2-82538-A-21.wav,sneeze
2-83934-A-5.wav,cat_meow
2-83934-B-5.wav,cat_meow
2-84693-A-49.wav,saw_cutting
2-84943-A-18.wav,toilet_flush
2-84965-A-23.wav,breathing
2-85292-A-24.wav,cough
2-85945-A-18.wav,toilet_flush
2-87412-A-24.wav,cough
2-87781-A-10.wav,rain
2-87794-A-24.wav,cough
2-87795-A-24.wav,cough
2-87799-A-24.wav,cough
2-89516-A-37.wav,alarm_clock
2-93030-A-21.wav,sneeze
2-95035-A-1.wav,rooster_crow
2-95258-A-1.wav,rooster_crow
2-95258-B-1.wav,rooster_crow
2-95567-A-23.wav,breathing
2-96063-A-37.wav,alarm_clock
2-96460-A-1.wav,rooster_crow
2-96654-A-47.wav,airplane
2-98392-A-23.wav,breathing
2-98676-A-24.wav,cough
2-98866-A-47.wav,airplane
2-99795-A-32.wav,keyboard_typing
2-99796-A-32.wav,keyboard_typing
3-100018-A-18.wav,toilet_flush
3-102583-A-49.wav,saw_cutting
3-102583-B-49.wav,saw_cutting
3-102583-C-49.wav,saw_cutting
3-103050-A-19.wav,thunder
3-103051-A-19.wav,thunder
3-103051-B-19.wav,thunder
3-103051-C-19.wav,thunder
3-103597-A-25.wav,footsteps
3-103598-A-25.wav,footsteps
3-103599-A-25.wav,footsteps
3-103599-B-25.wav,footsteps
3-104632-A-12.wav,fire_crackling
3-104958-A-12.wav,fire_crackling
3-107123-A-26.wav,laughter
3-107219-A-1.wav,rooster_crow
3-108160-A-23.wav,breathing
3-108451-A-17.wav,water_running
3-108451-B-17.wav,water_running
3-108677-A-18.wav,toilet_flush
3-108791-A-18.wav,toilet_flush
3-110536-A-26.wav,laughter
3-112356-A-18.wav,toilet_flush
3-112557-A-23.wav,breathing
3-112557-B-23.wav,breathing
3-115382-A-44.wav,car_engine
3-115387-A-47.wav,airplane
3-115387-B-47.wav,airplane
3-115387-C-47.wav,airplane
3-116135-A-1.wav,rooster_crow
3-117504-A-16.wav,wind
3-117504-B-16.wav,wind
3-117793-A-37.wav,alarm_clock
3-117883-A-37.wav,alarm_clock
3-118059-A-18.wav,toilet_flush
3-118487-A-26.wav,laughter
3-118656-A-41.wav,saw_cutting
3-118657-A-41.wav,saw_cutting
3-118657-B-41.wav,saw_cutting
3-118658-A-41.wav,saw_cutting
3-118658-B-41.wav,saw_cutting
3-118972-A-41.wav,saw_cutting
3-118972-B-41.wav,saw_cutting
3-119120-A-48.wav,explosion
3-119120-B-48.wav,explosion
3-119120-C-48.wav,explosion
3-119120-D-48.wav,explosion
3-119120-E-48.wav,explosion
3-119455-A-44.wav,car_engine
3-119459-A-26.wav,laughter
3-120526-A-37.wav,alarm_clock
3-120526-B-37.wav,alarm_clock
3-120644-A-12.wav,fire_crackling
3-123086-A-28.wav,snoring
3-123224-A-19.wav,thunder
3-124376-A-3.wav,cow_moo
3-124376-B-3.wav,cow_moo
3-124600-A-19.wav,thunder
3-124795-A-28.wav,snoring
3-124958-A-28.wav,snoring
3-125418-A-24.wav,cough
3-125548-A-32.wav,keyboard_typing
3-126113-A-26.wav,laughter
3-126358-A-3.wav,cow_moo
3-126358-B-3.wav,cow_moo
3-127874-A-17.wav,water_running
3-128160-A-44.wav,car_engine
3-128512-A-47.wav,airplane
3-128512-B-47.wav,airplane
3-130330-A-22.wav,clapping
3-130998-A-28.wav,snoring
3-130998-B-28.wav,snoring
3-131943-A-37.wav,alarm_clock
3-132340-A-37.wav,alarm_clock
3-132601-A-24.wav,cough
3-132747-A-26.wav,laughter
3-132830-A-32.wav,keyboard_typing
3-132852-A-10.wav,rain
3-134049-A-1.wav,rooster_crow
3-134699-A-16.wav,wind
3-134699-B-16.wav,wind
3-134699-C-16.wav,wind
3-135469-A-35.wav,machine_running
3-135650-A-45.wav,train
3-135650-B-45.wav,train
3-136288-A-0.wav,dog_bark
3-136451-A-45.wav,train
3-136608-A-16.wav,wind
3-137152-A-1.wav,rooster_crow
3-138114-A-22.wav,clapping
3-138212-A-45.wav,train
3-139958-A-37.wav,alarm_clock
3-140774-A-10.wav,rain
3-141240-A-44.wav,car_engine
3-141240-B-44.wav,car_engine
3-141559-A-45.wav,train
3-141684-A-21.wav,sneeze
3-142005-A-10.wav,rain
3-142006-A-10.wav,rain
3-142349-A-17.wav,water_running
3-142601-A-21.wav,sneeze
3-142604-A-24.wav,cough
3-142605-A-21.wav,sneeze
3-143119-A-21.wav,sneeze
3-143560-A-47.wav,airplane
3-143562-A-47.wav,airplane
3-143929-A-10.wav,rain
3-144028-A-0.wav,dog_bark
3-144106-A-32.wav,keyboard_typing
3-144120-A-32.wav,keyboard_typing
3-144128-A-23.wav,breathing
3-144128-B-23.wav,breathing
3-144510-A-30.wav,door_knock
3-144692-A-21.wav,sneeze
3-144891-A-19.wav,thunder
3-144891-B-19.wav,thunder
3-145382-A-1.wav,rooster_crow
3-145487-A-24.wav,cough
3-145577-A-43.wav,car_horn
3-145719-A-17.wav,water_running
3-145774-A-12.wav,fire_crackling
3-146186-A-44.wav,car_engine
3-146697-A-43.wav,car_horn
3-146873-A-24.wav,cough
3-146964-A-5.wav,cat_meow
3-146965-A-5.wav,cat_meow
3-146972-A-5.wav,cat_meow
3-147965-A-12.wav,fire_crackling
3-148297-A-37.wav,alarm_clock
3-148330-A-21.wav,sneeze
3-149042-A-24.wav,cough
3-149189-A-1.wav,rooster_crow
3-149448-A-17.wav,water_running
3-149465-A-22.wav,clapping
3-150231-A-21.wav,sneeze
3-150979-A-40.wav,helicopter
3-150979-B-40.wav,helicopter
3-150979-C-40.wav,helicopter
3-151080-A-20.wav,crying
3-151081-A-20.wav,crying
3-151081-B-20.wav,crying
3-151089-A-30.wav,door_knock
3-151206-A-23.wav,breathing
3-151212-A-24.wav,cough
3-151213-A-24.wav,cough
3-151255-A-28.wav,snoring
3-151269-A-35.wav,machine_running
3-151273-A-35.wav,machine_running
3-151557-A-28.wav,snoring
3-151557-B-28.wav,snoring
3-152007-A-20.wav,crying
3-152007-B-20.wav,crying
3-152007-C-20.wav,crying
3-152007-D-20.wav,crying
3-152007-E-20.wav,crying
3-152020-A-36.wav,machine_running
3-152020-B-36.wav,machine_running
3-152020-C-36.wav,machine_running
3-152039-A-3.wav,cow_moo
3-152039-B-3.wav,cow_moo
3-152594-A-30.wav,door_knock
3-152912-A-26.wav,laughter
3-152997-A-26.wav,laughter
3-153057-A-43.wav,car_horn
3-153444-A-32.wav,keyboard_typing
3-154378-A-30.wav,door_knock
3-154439-A-17.wav,water_running
3-154758-A-44.wav,car_engine
3-154781-A-32.wav,keyboard_typing
3-154926-A-40.wav,helicopter
3-154926-B-40.wav,helicopter
3-154957-A-1.wav,rooster_crow
3-155130-A-43.wav,car_horn
3-155234-A-43.wav,car_horn
3-155312-A-0.wav,dog_bark
3-155556-A-31.wav,mouse_click
3-155568-A-32.wav,keyboard_typing
3-155570-A-32.wav,keyboard_typing
3-155577-A-14.wav,bird_chirping
3-155578-A-14.wav,bird_chirping
3-155579-A-14.wav,bird_chirping
3-155583-A-14.wav,bird_chirping
3-155584-A-14.wav,bird_chirping
3-156391-A-35.wav,machine_running
3-156393-A-35.wav,machine_running
3-156558-A-21.wav,sneeze
3-156581-A-14.wav,bird_chirping
3-156581-B-14.wav,bird_chirping
3-156907-A-15.wav,water_stream
3-157149-A-10.wav,rain
3-157187-A-12.wav,fire_crackling
3-157487-A-10.wav,rain
3-157492-A-45.wav,train
3-157615-A-10.wav,rain
3-157695-A-0.wav,dog_bark
3-158056-A-31.wav,mouse_click
3-158056-B-31.wav,mouse_click
3-158476-A-12.wav,fire_crackling
3-159346-A-36.wav,machine_running
3-159346-B-36.wav,machine_running
3-159347-A-36.wav,machine_running
3-159347-B-36.wav,machine_running
3-159348-A-36.wav,machine_running
3-159445-A-45.wav,train
3-159445-B-45.wav,train
3-160119-A-15.wav,water_stream
3-160993-A-3.wav,cow_moo
3-161010-A-43.wav,car_horn
3-161500-A-17.wav,water_running
3-163288-A-1.wav,rooster_crow
3-163459-A-0.wav,dog_bark
3-163727-A-3.wav,cow_moo
3-164592-A-15.wav,water_stream
3-164593-A-15.wav,water_stream
3-164594-A-15.wav,water_stream
3-164595-A-15.wav,water_stream
3-165856-A-41.wav,saw_cutting
3-166125-A-23.wav,breathing
3-166125-B-23.wav,breathing
3-166324-A-15.wav,water_stream
3-166326-A-15.wav,water_stream
3-167096-A-31.wav,mouse_click
3-170015-A-0.wav,dog_bark
3-170312-A-31.wav,mouse_click
3-170574-A-30.wav,door_knock
3-170851-A-31.wav,mouse_click
3-172179-A-31.wav,mouse_click
3-172881-A-48.wav,explosion
3-172922-A-48.wav,explosion
3-174840-A-43.wav,car_horn
3-177082-A-22.wav,clapping
3-177083-A-22.wav,clapping
3-180147-A-30.wav,door_knock
3-180256-A-0.wav,dog_bark
3-180977-A-0.wav,dog_bark
3-181132-A-14.wav,bird_chirping
3-181278-A-22.wav,clapping
3-182023-A-30.wav,door_knock
3-182025-A-30.wav,door_knock
3-182710-A-35.wav,machine_running
3-182710-B-35.wav,machine_running
3-185313-A-31.wav,mouse_click
3-188726-A-35.wav,machine_running
3-193767-A-47.wav,airplane
3-197435-A-22.wav,clapping
